id,publishedDate,title,url,description,source,tags,crawlDate,tickers
94514901,2026-04-15T14:27:45.793000Z,"Wall Street consolide, les rsultats de socits en soutien",https://www.reuters.com/fr/affaires/wall-street-consolide-les-rsultats-de-socits-en-soutien-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs1Ml', '2026:Ml_Kbn3Qs1Ml-Ofrbs', '2026:Ml_Kbn3Qs1Ml-Ofrbs:1', '2026:Ml_Kbn3Qs1Ml:1', '2026:Ml_Kbn3Qs1Mm', '2026:Ml_Kbn3Qs1Mm-Ofrbs', '2026:Ml_Kbn3Qs1Mm-Ofrbs:1', '2026:Ml_Kbn3Qs1Mm:1', '2026:Ml_L8N40Y0Uw', '2026:Ml_L8N40Y0Uw:1426804759', 'Consumer Cyclical', 'Financial Services', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Usn:Kbn3Qs1Ml', 'Usn:Kbn3Qs1Ml-Ofrbs', 'Usn:Kbn3Qs1Mm', 'Usn:Kbn3Qs1Mm-Ofrbs', 'Usn:L8N40Y0Uw', 'Vguid:Tag:Reuters.Com']",2026-04-15T14:49:04.061559Z,"['avgo', 'bac', 'meta', 'ms', 'nke', 'snap']"
94514993,2026-04-15T14:26:32.593000Z,"EU warns Meta WhatsApp AI fee breaches antitrust rules, orders rollback",https://www.reuters.com/world/eu-warns-meta-whatsapp-ai-fee-breaches-antitrust-rules-orders-rollback-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs1Ec', '2026:Ml_Kbn3Qs1Ec:1', '2026:Ml_Kbn3Qs1Ec:2', '2026:Ml_Kbn3Qs1Ec:3', '2026:Ml_Kbn3Qs1Ec:4', '2026:Ml_Kbn3Qs1Ed', '2026:Ml_Kbn3Qs1Ed:1', '2026:Ml_Kbn3Qs1Ed:2', '2026:Ml_Kbn3Qs1Ed:3', '2026:Ml_L6N40Y0Vi', '2026:Ml_L6N40Y0Vi:555969004', '2026:Ml_S8N3Zf026', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Usn:Kbn3Qs1Ec', 'Usn:Kbn3Qs1Ed', 'Usn:L6N40Y0Vi', 'Usn:S8N3Zf026', 'Vguid:Tag:Reuters.Com']",2026-04-15T14:51:38.098062Z,['meta']
94513575,2026-04-15T13:53:43.761000Z,EU mahnt Meta wegen Gebhren fr KI-Assistenten von Dritten ab,https://www.reuters.com/de/firma/eu-mahnt-meta-wegen-gebhren-fr-ki-assistenten-von-dritten-ab-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs1I0', '2026:Ml_Kbn3Qs1I0:1', '2026:Ml_Kbn3Qs1I1', '2026:Ml_Kbn3Qs1I1:1', '2026:Ml_L8N40Y1Am', '2026:Ml_L8N40Y1Am:652347143', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Unknown Sector', 'Usn:Kbn3Qs1I0', 'Usn:Kbn3Qs1I1', 'Usn:L8N40Y1Am', 'Vguid:Tag:Reuters.Com']",2026-04-15T14:15:21.276852Z,"['googl', 'meta', 'msft', 'rddt', 'snap']"
94512043,2026-04-15T13:01:36.379000Z,Meta Threatened With EU Restrictions Over WhatsApp AI Concerns,https://www.bloomberg.com/news/articles/2026-04-15/meta-threatened-with-eu-restrictions-over-whatsapp-ai-concerns,,bloomberg.com,"['Stock', 'Technology', 'Tiingo Top']",2026-04-15T13:24:18.997282Z,['meta']
94511876,2026-04-15T12:58:38.966000Z,"Jane Street signs $6 billion AI cloud deal with CoreWeave, boosts stake",https://www.reuters.com/legal/transactional/jane-street-signs-6-billion-ai-cloud-deal-with-coreweave-boosts-stake-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs1Cu', '2026:Ml_Kbn3Qs1Cu:1', '2026:Ml_Kbn3Qs1Cu:2', '2026:Ml_Kbn3Qs1Cv', '2026:Ml_Kbn3Qs1Cv:1', '2026:Ml_Kbn3Qs1Cv:2', '2026:Ml_L4N40Y138', '2026:Ml_L4N40Y138:1927508849', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Unknown Sector', 'Usn:Kbn3Qs1Cu', 'Usn:Kbn3Qs1Cv', 'Usn:L4N40Y138', 'Vguid:Tag:Reuters.Com']",2026-04-15T13:23:28.604914Z,"['crwv', 'meta']"
94510495,2026-04-15T12:37:46.604000Z,Companies cutting jobs as investments shift toward AI,https://www.reuters.com/business/world-at-work/companies-cutting-jobs-investments-shift-toward-ai-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Pf1Zj', '2026:Ml_Kbn3Pf1Zj:1', '2026:Ml_Kbn3Pf1Zj:10', '2026:Ml_Kbn3Pf1Zj:11', '2026:Ml_Kbn3Pf1Zj:2', '2026:Ml_Kbn3Pf1Zj:3', '2026:Ml_Kbn3Pf1Zj:4', '2026:Ml_Kbn3Pf1Zj:5', '2026:Ml_Kbn3Pf1Zj:6', '2026:Ml_Kbn3Pf1Zj:7', '2026:Ml_Kbn3Pf1Zj:8', '2026:Ml_Kbn3Pf1Zj:9', '2026:Ml_Kbn3Pf1Zk', '2026:Ml_Kbn3Pf1Zk:1', '2026:Ml_Kbn3Pf1Zk:2', '2026:Ml_Kbn3Pf1Zk:3', '2026:Ml_Kbn3Pf1Zk:4', '2026:Ml_Kbn3Pf1Zk:5', '2026:Ml_Kbn3Pf1Zk:6', '2026:Ml_Kbn3Pf1Zk:7', '2026:Ml_Kbn3Pf1Zk:8', '2026:Ml_Kbn3Pf1Zk:9', '2026:Ml_L1N3Zn0Ni', '2026:Ml_L1N3Zn0Ni:1460657919', '2026:Ml_L1N40709W', '2026:Ml_L6N3Zn0Oa', '2026:Ml_L8N3Zl1Ug', '2026:Ml_L8N3Zn0Lp', '2026:Ml_L8N3Zn0Lp:1132231451', '2026:Ml_L8N3Zn1F4', '2026:Ml_L8N40Y0Yu', '2026:Ml_L8N40Y0Yu:412709105', 'Consumer Cyclical', 'Financial Services', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Unknown Sector', 'Usn:Kbn3Pf1Zj', 'Usn:Kbn3Pf1Zk', 'Usn:L1N3Zn0Ni', 'Usn:L1N40709W', 'Usn:L6N3Zn0Oa', 'Usn:L8N3Zl1Ug', 'Usn:L8N3Zn0Lp', 'Usn:L8N3Zn1F4', 'Usn:L8N40Y0Yu', 'Vguid:Tag:Reuters.Com']",2026-04-15T12:51:15.289553Z,"['adsk', 'amzn', 'bats', 'dow', 'gs', 'hpq', 'infy', 'meli', 'meta', 'nke', 'pins', 'prox', 'snap', 'team', 'tls', 'wtc', 'xyz']"
94508565,2026-04-15T12:00:09.021000Z,"Jane Street Invests $1 Billion inCoreWeave, Boosts Spending Plans",https://www.bloomberg.com/news/articles/2026-04-15/jane-street-invests-1-billion-in-coreweave-boosts-spending-plans,,bloomberg.com,"['Stock', 'Technology', 'Tiingo Top', 'Unknown Sector']",2026-04-15T12:05:12.009625Z,"['crwv', 'meta', 'msft', 'nvda']"
94507177,2026-04-15T11:16:25.898000Z,"BORSA USA Futures stabili, focus su trimestrali",https://www.reuters.com/it/azienda/borsa-usa-futures-stabili-focus-su-trimestrali-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs13E', '2026:Ml_Kbn3Qs13E:1', '2026:Ml_Kbn3Qs13F', '2026:Ml_Kbn3Qs13F:1', '2026:Ml_L6N40Y0Nn', '2026:Ml_L6N40Y0Nn:1270748289', 'Consumer Cyclical', 'Financial Services', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Usn:Kbn3Qs13E', 'Usn:Kbn3Qs13F', 'Usn:L6N40Y0Nn', 'Vguid:Tag:Reuters.Com']",2026-04-15T11:33:01.386268Z,"['avgo', 'bac', 'meta', 'ms', 'nke']"
94506306,2026-04-15T11:02:01.955000Z,Corporate America continues job cuts in 2026 in efficiency push,https://www.reuters.com/business/world-at-work/corporate-america-continues-job-cuts-2026-efficiency-push-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3On1Ey', '2026:Ml_Kbn3On1Ey:1', '2026:Ml_Kbn3On1Ey:10', '2026:Ml_Kbn3On1Ey:11', '2026:Ml_Kbn3On1Ey:12', '2026:Ml_Kbn3On1Ey:13', '2026:Ml_Kbn3On1Ey:14', '2026:Ml_Kbn3On1Ey:15', '2026:Ml_Kbn3On1Ey:16', '2026:Ml_Kbn3On1Ey:2', '2026:Ml_Kbn3On1Ey:3', '2026:Ml_Kbn3On1Ey:4', '2026:Ml_Kbn3On1Ey:5', '2026:Ml_Kbn3On1Ey:6', '2026:Ml_Kbn3On1Ey:7', '2026:Ml_Kbn3On1Ey:8', '2026:Ml_Kbn3On1Ey:9', '2026:Ml_Kbn3On1Ez', '2026:Ml_Kbn3On1Ez:1', '2026:Ml_Kbn3On1Ez:10', '2026:Ml_Kbn3On1Ez:11', '2026:Ml_Kbn3On1Ez:12', '2026:Ml_Kbn3On1Ez:2', '2026:Ml_Kbn3On1Ez:3', '2026:Ml_Kbn3On1Ez:4', '2026:Ml_Kbn3On1Ez:5', '2026:Ml_Kbn3On1Ez:6', '2026:Ml_Kbn3On1Ez:7', '2026:Ml_Kbn3On1Ez:8', '2026:Ml_Kbn3On1Ez:9', '2026:Ml_L4N3Ys22G', '2026:Ml_L4N3Yu198', '2026:Ml_L4N3Yu198:1616623748', 'Basic Materials', 'Consumer Cyclical', 'Financial Services', 'Guid:Tag:Reuters.Com', 'Industrials', 'Stock', 'Technology', 'Unknown Sector', 'Usn:Kbn3On1Ey', 'Usn:Kbn3On1Ez', 'Usn:L4N3Ys22G', 'Usn:L4N3Yu198', 'Vguid:Tag:Reuters.Com']",2026-04-15T11:10:21.660178Z,"['adsk', 'ai', 'amzn', 'angi', 'c', 'dis', 'dow', 'fdx', 'form', 'gemi', 'hd', 'ma', 'meta', 'ms', 'nke', 'pega', 'pins', 'pton', 'snap', 'team', 'trox', 'ups', 'wday', 'xyz']"
94505505,2026-04-15T10:15:43.955000Z,Snap to lay off about 16% of staff,https://www.reuters.com/business/world-at-work/snap-lay-off-about-16-staff-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs0Xn', '2026:Ml_Kbn3Qs0Xn:1', '2026:Ml_Kbn3Qs0Xo', '2026:Ml_Kbn3Qs0Xo:1', '2026:Ml_L4N40Y0Mn', '2026:Ml_L4N40Y0Mn:1555207420', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Unknown Sector', 'Usn:Kbn3Qs0Xn', 'Usn:Kbn3Qs0Xo', 'Usn:L4N40Y0Mn', 'Vguid:Tag:Reuters.Com']",2026-04-15T10:43:30.310133Z,"['googl', 'meta', 'pins', 'snap']"
94504727,2026-04-15T10:05:00Z,Snap to Cut 16% of Its Workforce in Quest for Profitability,https://www.bloomberg.com/news/articles/2026-04-15/snap-to-cut-16-of-its-workforce-in-quest-for-profitability,,bloomberg.com,"['Stock', 'Technology', 'Tiingo Top']",2026-04-15T10:14:28.392417Z,"['meta', 'snap']"
94503516,2026-04-15T09:25:43.763000Z,Wall Street futures hold steady; earnings in focus,https://www.reuters.com/business/wall-street-futures-hold-steady-earnings-focus-2026-04-15/,,reuters.com,"['2026:Ml_Kbn3Qs0T9', '2026:Ml_Kbn3Qs0T9:1', '2026:Ml_Kbn3Qs0Ta', '2026:Ml_Kbn3Qs0Ta:1', '2026:Ml_L4N40Y0O6', '2026:Ml_L4N40Y0O6:614243023', 'Consumer Cyclical', 'Financial Services', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Usn:Kbn3Qs0T9', 'Usn:Kbn3Qs0Ta', 'Usn:L4N40Y0O6', 'Vguid:Tag:Reuters.Com']",2026-04-15T09:35:18.456721Z,"['avgo', 'bac', 'meta', 'ms', 'nke']"
94497324,2026-04-15T01:03:39.633000Z,Bessent Calls Anthropic’s Mythos a Breakthrough in China AI Race,https://www.bloomberg.com/news/articles/2026-04-15/bessent-calls-anthropic-s-mythos-a-breakthrough-in-china-ai-race,,bloomberg.com,"['China', 'Stock', 'Technology', 'Tiingo Top']",2026-04-15T01:20:21.600500Z,"['googl', 'meta']"
94495427,2026-04-14T23:04:27.714000Z,Maine legislature approves first US moratorium on big data centers,https://www.reuters.com/sustainability/boards-policy-regulation/maine-legislature-approves-first-us-moratorium-big-data-centers-2026-04-14/,,reuters.com,"['2026:Ml_Kbn3Qr2Nz', '2026:Ml_Kbn3Qr2Nz:1', '2026:Ml_Kbn3Qr2Nz:2', '2026:Ml_Kbn3Qr2O0', '2026:Ml_Kbn3Qr2O0:1', '2026:Ml_Kbn3Qr2O0:2', '2026:Ml_L4N40X252', '2026:Ml_L4N40X252:1243423791', 'Consumer Cyclical', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Usn:Kbn3Qr2Nz', 'Usn:Kbn3Qr2O0', 'Usn:L4N40X252', 'Vguid:Tag:Reuters.Com']",2026-04-14T23:22:32.252639Z,"['amzn', 'googl', 'meta', 'msft']"
94492879,2026-04-14T21:19:44.683000Z,Meta inks deal with Broadcom for custom AI chips,https://www.reuters.com/business/meta-inks-deal-with-broadcom-custom-ai-chips-2026-04-14/,,reuters.com,"['2026:Ml_Kbn3Qr2Kj', '2026:Ml_Kbn3Qr2Kj:1', '2026:Ml_Kbn3Qr2Kk', '2026:Ml_Kbn3Qr2Kk:1', '2026:Ml_L4N40X21J', '2026:Ml_L4N40X21J:1710297903', 'Guid:Tag:Reuters.Com', 'Stock', 'Technology', 'Usn:Kbn3Qr2Kj', 'Usn:Kbn3Qr2Kk', 'Usn:L4N40X21J', 'Vguid:Tag:Reuters.Com']",2026-04-14T21:26:18.763252Z,"['avgo', 'brcm', 'meta']"
94493436,2026-04-14T21:13:49.414000Z,"Meta, Broadcom Deepen Ties on Chips; Tan Departs Meta’s Board",https://www.bloomberg.com/news/articles/2026-04-14/meta-broadcom-deepen-ties-on-chips-tan-departs-meta-s-board,,bloomberg.com,"['Consumer Defensive', 'Stock', 'Technology', 'Tiingo Top']",2026-04-14T21:41:33.859053Z,"['avgo', 'brcm', 'el', 'meta']"
