date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,previous_day_close,previous_day_high,previous_day_low,previous_day_open,previous_day_volume,day_of_week
2026-05-27,635.255,638.4999,609.0,609.395,23143594,635.255,638.4999,609.0,609.395,23143594,0.0,1.0,612.34,614.47,605.3001,608.89,12234166.0,3
