id,published_date,title,source,tags,crawl_date,tickers,day_of_week
97170636,2026-07-13,"Cathie Wood Loads Up on SpaceX, Meta, Eli Lilly and Circle Group",gurufocus.com,"('Communication Services', 'ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('coin', 'coin', 'crcl', 'crcl', 'crcl', 'hood', 'hood', 'irdm', 'meta', 'meta', 'meta', 'metv', 'spcx', 'spcx', 'xe')",1
97170982,2026-07-13,Meta’s $125 Billion AI Push Is Turning Heads on Wall Street,finance.yahoo.com,"('ETF', 'Meta', 'Nvidia', 'Stock', 'Susan Li', 'Technology', 'Top 10 Ai Stocks', 'Unknown Sector')",2026-07-13,"('brcm', 'meta', 'meta', 'meta', 'metv', 'nvda')",1
97171578,2026-07-13,Jim Cramer Says META’s AI Model Change Was Worth 100 Points: Here’s Why He Can’t Stop Buying Big Tech,finance.yahoo.com,"('Basic Materials', 'Consumer Cyclical', 'ETF', 'Energyx', 'General Motors', 'Jim Cramer', 'Lithium', 'Meta', 'Meta Superintelligence Labs', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('gm', 'meta', 'meta', 'meta', 'metv', 'pkx')",1
97174461,2026-07-13,Meta’s AI data center cost went from $10 billion to $50 billion in under 2 years—and split the town in two,finance.yahoo.com,"('Data Center', 'ETF', 'Jeff Landry', 'Louisiana', 'Meta', 'Richland Parish', 'Stock', 'Technology', 'Unknown Sector', 'Utilities')",2026-07-13,"('eaa', 'ela', 'elu', 'etr', 'ezt', 'meta', 'meta', 'meta', 'metv', 'msft')",1
97170165,2026-07-13,Meta yanks controversial AI image tool after privacy backlash: ‘Force their slop down everyone’s throat’,nypost.com,"('Artificial Intelligence', 'ETF', 'Instagram', 'Meta', 'Privacy', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('goog', 'googl', 'meta', 'meta', 'meta', 'metv')",1
97181228,2026-07-13,Hyperscaler Cash-Flow Test: AI Capex Needs Proof,cryptodaily.co.uk,"('Ai Capex', 'Ai Chips Funding', 'Alphabet', 'Amazon', 'Bond Issuance', 'CryptoCurrency', 'ETF', 'Financial Services', 'Free Cash Flow', 'Hyperscalers', 'Industrials', 'Meta', 'Microsoft', 'Oracle', 'S&P 500', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('fds', 'meta', 'meta', 'meta', 'metv', 'msft', 'mtz', 'orcl', 'tall')",1
97170351,2026-07-13,Agentio Brings Automated Creator Advertising to Facebook and Instagram,finance.yahoo.com,"('ETF', 'Meta', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv')",1
97168074,2026-07-13,Meta Platforms (META) Expands AI Data Center with $500 Billion Investment,gurufocus.com,"('ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv')",1
97168068,2026-07-13,Meta Platforms Expands AI Data Center Project in Louisiana,gurufocus.com,"('ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv')",1
97168033,2026-07-13,Meta Platforms Inc (META)'s Winning Formula: Financial Metrics and Competitive Strengths,gurufocus.com,"('ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv')",1
97168255,2026-07-13,Meta Vs. Nvidia: Meta Has Quietly Emerged as the Strongest Mega-Cap Alternative This Summer,finance.yahoo.com,"('ETF', 'Meta', 'Meta Compute', 'Meta Superintelligence Labs', 'Nvidia', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv', 'nvda')",1
97166998,2026-07-13,Tech Executives Say AI Demand Remains Strong as Businesses Shift. 'Tokenmaxxing' Has Given Way To 'Valuemaxxing',ibtimes.com,"('Ai', 'Anthropic', 'Communication Services', 'Consumer Cyclical', 'ETF', 'Financial Services', 'Investment', 'Market', 'Meta', 'Semiconductor', 'Stock', 'Stocks', 'Technology', 'Tiingo Top', 'Unknown Sector', 'Us Markets', 'Xai')",2026-07-13,"('aaic', 'ai', 'ai', 'baba', 'intc', 'iqnt', 'meta', 'meta', 'meta', 'metv')",1
97168171,2026-07-13,Meta’s AI detector can’t catch its own cropped fakes,thenextweb.com,"('Artificial Intelligence', 'Data And Security', 'ETF', 'Meta', 'Privacy', 'Social Media', 'Stock', 'Technology', 'Tiingo Top', 'United States', 'Unknown Sector')",2026-07-13,"('goog', 'googl', 'meta', 'meta', 'meta', 'metv')",1
97166340,2026-07-13,Meta is pushing AI ads hard — and causing chaos for brands,businessinsider.com,"('Advertising', 'Ai', 'ETF', 'Facebook', 'Financial Services', 'Media', 'Meta', 'Stock', 'Tech', 'Technology', 'Unknown Sector')",2026-07-13,"('aaic', 'ai', 'ai', 'goog', 'googl', 'meta', 'meta', 'meta', 'metv', 'tech')",1
97166986,2026-07-13,"Meta expands Louisiana AI data center to 5 GW, lifting planned investment above $50 billion",finance.yahoo.com,"('Data Center', 'ETF', 'Louisiana', 'Meta', 'Richland Parish', 'Stock', 'Technology', 'Unknown Sector', 'Utilities')",2026-07-13,"('ela', 'elb', 'elu', 'meta', 'meta', 'meta', 'metv')",1
97164676,2026-07-13,Meta Launches Paid AI API at One-Quarter Rival Cost as Stock Posts 15% Weekly Surge,techtimes.com,"('Ai Benchmarks', 'Anthropic', 'Artificial Intelligence', 'ETF', 'Energy', 'Eu Digital Services Act', 'Financial Services', 'Meta', 'Meta Model Api', 'Meta Stock', 'Muse Spark 1.1', 'Openai', 'Stock', 'Technology', 'Tiingo Top', 'Unknown Sector')",2026-07-13,"('bac', 'bnpqy', 'brcm', 'goog', 'googl', 'jef', 'jef-1', 'meta', 'meta', 'meta', 'metv', 'mhm', 'mpe', 'msft', 'nvda', 'pba', 'sndk', 'tsm')",1
97163643,2026-07-13,Citizens Doubles Down on Meta With an $800 Outperform,gurufocus.com,"('ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('avgo', 'avgo', 'meta', 'meta', 'meta', 'metv', 'sndk', 'sndk', 'sndk', 'tsm')",1
97163570,2026-07-13,Meta Expands Louisiana AI Project,gurufocus.com,"('ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv')",1
97163548,2026-07-13,Meta Platforms (META) Maintains Positive Outlook Despite Capital Expenditure Concerns,gurufocus.com,"('ETF', 'Stock', 'Technology', 'Unknown Sector')",2026-07-13,"('meta', 'meta', 'meta', 'metv')",1
97163682,2026-07-13,"Meta Expands AI Data Center to 5GW, Raises Investment Above $50 Billion",gurufocus.com,"('Consumer Cyclical', 'ETF', 'Stock', 'Technology', 'Unknown Sector', 'Utilities')",2026-07-13,"('amzn', 'amzn', 'etr', 'etr', 'etr', 'googl', 'meta', 'meta', 'meta', 'metv', 'msft', 'msft', 'owl')",1
