date,numerical_sentiment,mean_sentiment_probability,percent_positive,percent_negative,percent_neutral
2026-07-08,-0.05970149253731343,0.8011832851082531,0.1791044776119403,0.23880597014925373,0.582089552238806
2026-07-09,0.0,0.7982619063307842,0.1875,0.1875,0.625
